id_alimento_anmat,nombre,denominacion,marca,categoria,kcal_100g,unidad,proteinas_100g,grasas_100g,carbs_100g
1998,Duraznos,Duraznos amarillos en trozos comunes en jarabe diluido,Tarragona,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",67.86,g,0.0,0.0,16.43
1999,Duraznos,Duraznos amarillos en trozos comunes en jarabe diluido,Montenevi,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",67.86,g,0.0,0.0,16.43
2000,Con tomates asados,Tomate triturado,Casa de la torre,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",30.77,g,0.0,0.0,6.92
2001,Tomate triturado,,Don gabriel,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",21.54,g,1.08,0.0,4.38
2002,Pure de tomates,Pure de tomate,Juanito,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",35.0,g,1.0,0.0,7.0
2003,Coctel,"Coctel de cuatro frutas, grado comun en jarabe diluido",Abeto,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",72.86,g,0.0,0.0,17.14
2004,Duraznos,Duraznos amarillas en mitades comunes en jarabe diluido,Tarragona,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",63.57,g,0.0,0.0,15.0
2005,Pepinos condimentados,"Pepinos en vinagre de alcohol y salmuera, dulces y condimentados",Arilart,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",26.0,g,0.0,0.0,5.4
2006,Americano,"Mezcla de frutas secas, frutas deshidratadas y semillas",Mimix,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",513.33,g,16.0,34.0,36.0
2007,Aceitunas verdes rellenas con jamón crudo en aceite de girasol,,Famiglia gullo,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",275.0,g,0.0,27.5,0.0
2008,Corazones de alcauciles en conserva,,Arilart,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",26.0,g,2.6,0.0,2.6
2009,Aceitunas verdes en salmuera,,Berbora rosier,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",140.0,g,0.0,14.0,0.0
2010,Tomate big cherry,Tomates pelados redondos enteros comunes,Corper,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",19.23,g,1.08,0.0,3.62
2011,Tomate triturado,,Cuyaires,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",23.08,g,1.23,0.0,4.62
2012,Arvejas partidas,,Cadea,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",325.0,g,21.67,1.17,56.67
2013,Cebollas y zanahorias escabechadas condimentadas en vinagre y aceite de girasol,,Doña juana,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",102.0,g,0.0,8.2,7.0
2014,Alcauciles escabechados condimentados en vinagre y aceite de girasol,,Doña juana,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",98.0,g,2.6,7.2,8.4
2015,Puré de tomate,Puré de tomates,Cooperativa,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",31.67,g,1.17,0.0,6.17
2016,Porotos blancos escabechados condimentados en viangre y aceite de girasol,,Doña juana,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",178.0,g,7.4,8.4,19.0
2017,Aceitunas verdes en salmuera - calidad iii - grupo a-b-c-d-e f - variedad arauco,,Horvindul,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",165.0,g,0.0,16.0,4.0
2018,Aceitunas verdes rellenas con pimiento morron en salmuera - variedad manzanilla,,Horvindul,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",80.0,g,0.0,7.5,0.0
2019,Aceitunas verdes en rodajas en salmuera- calidad iii -variedad manzanilla,,Horvindul,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",125.0,g,0.0,13.0,0.0
2020,Aceitunas verdes descarozadas en salmuera- calidad iii - grupo a-b-c-d-e-f -variedad manzanilla,,Horvindul,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",125.0,g,0.0,13.0,0.0
2021,Berenjenas escabechadas y condimentadas en aceite de girasol,,Arilart,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",136.0,g,0.0,5.2,22.0
2022,Tomate triturado,,Sanchez,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",23.08,g,1.0,0.0,4.31
2023,Tomate triturado,,La escandinava,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",23.08,g,1.0,0.0,4.31
2024,Pimientos morrones enteros comunes,,Arilart,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",28.0,g,0.0,0.0,5.0
2025,Espárragos tallos cortos verdes tamaño surtido,,Arilart,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",26.0,g,3.0,0.0,2.8
2026,Tomate triturado,,Il consiglieri,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",23.08,g,1.23,0.0,4.62
2027,Frutas desecadas,Tomates en mitades desecados,Serro,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",227.5,g,10.0,2.5,42.5
2028,Frutas desecadas,Pelones desecados grado elegido,Serro,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",248.0,g,3.0,0.0,58.0
2029,Porotos condimentados en aceite de girasol,Conserva de porotos en escabeche condimentados,Horvindul,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",218.0,g,6.0,12.0,22.0
2030,Hojas de parra,,Finca cave canem,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",40.0,g,5.2,0.0,0.0
2031,Tomate triturado,,Coinco,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",13.08,g,0.77,0.0,2.54
2032,Harina de garbanzos,,Cadea,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",372.0,g,22.0,5.2,58.0
2033,Pepinos condimentados,Pepinos en salmuera y vinagre de alcohol dulces condimentados,Finca cave canem,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",26.0,g,0.0,0.0,5.4
2034,Puré de tomates,Puré de tomates,Okey,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",30.0,g,1.33,0.0,6.33
2035,Coctel cuatro frutas,Coctel de cuatro frutas grado comun en jarabe diluido,Okey,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",62.86,g,0.0,0.0,15.71
2036,Coctel de cuatro frutas,Coctel de cuatro frutas grado comun en jarabe diluido,Coinco,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",62.86,g,0.0,0.0,15.71
2037,Duraznos en trozos,Duraznos amarillos en trozos comunes en jarabe diluido,Okey,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",59.29,g,0.5,0.0,14.29
2038,Poroto mung,,Cadea,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",295.0,g,25.0,1.17,46.67
2039,Harina de lenteja,,Cadea,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",348.0,g,10.2,1.2,74.0
2040,Esparragos verdes de tallo corto,Esparragos tallo corto verdes tamaño surtido,Horvindul,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",18.0,g,0.0,0.0,2.4
2041,Ciruelas en polvo,Ciruelas deshidratadas molidas,Cimafru,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",300.0,g,0.0,0.0,75.0
2042,Frutas desecadas,Ciruelas d'agen desecadas con carozo tiernizadas grado común,Serro,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",248.0,g,2.4,0.0,58.0
2043,Pasas de uvas rubias,Pasas de uva en grano sin semilla grado elegido,Expoverde,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",306.67,g,0.0,0.0,73.33
2044,Puré de tomates,,Passata corper,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",31.67,g,1.33,0.0,6.83
2045,Tomate triturado,Tomate triturado,Coinco,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",18.46,g,0.92,0.0,3.15
2046,Damascos enteros sin carozo desecados medianos elegidos,,Rodriguez acacio,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",276.0,g,1.2,0.0,68.0
2047,Pasas de uva en grano rubias sin semillas elegidas,,Rodriguez acacio,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",316.67,g,2.67,0.0,76.67
2048,Empaque mixto,Mix de frutas deshidratadas,Rodriguez acacio,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",254.0,g,1.4,0.0,62.0
2049,"Aceitunas verdes en salmuera calidad ii grupo a,b,c,d",,Rossi,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",205.0,g,0.0,21.0,0.0
2050,Frutal,"Mezcla de frutas de mango, banana, anana, frutilla, kiwi, pomelo, naranja, cereza, papaya y pasas de uva deshidratadas.",Mimix,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",384.0,g,1.4,1.8,92.0
2051,Semillas de lino,,Las elviras,Semillas enteras o procesadas,453.33,g,22.0,31.33,20.67
2052,"Mezcla de pasas de uva, frutos secos y frutas desecadas",,Productos contino,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",423.33,g,6.67,19.33,56.67
2053,Pomelo deshidratado,,Appert life,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",300.0,g,2.0,0.0,76.67
2054,Limon deshidratado,,Appert life,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",250.0,g,3.0,0.0,70.0
2055,Naranja dulce deshidratada,,Appert life,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",340.0,g,3.0,0.0,80.0
2056,Pure de tomates,Pure de tomate,Codeana,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",35.0,g,1.0,0.0,7.0
2057,Mix de frutas deshidratas tiernizadas sin carozo,,Rosali,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",234.0,g,2.6,0.0,56.0
2058,Señor triturado,Tomate triturado,El chacay,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",20.0,g,1.23,0.0,3.69
2059,Corazones de alcauciles en conserva,,Famiglia gullo,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",30.0,g,1.2,0.0,6.0
2060,Pure de tomates,Pure de tomates,Tarragona,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",21.67,g,0.0,0.0,5.33
2061,Berenjenas en escabeche condimentadas,,Tia clara,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",154.0,g,1.2,12.0,10.2
2062,Puré de tomates,Puré de tomates,Cialpil,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",31.67,g,1.17,0.0,6.17
2063,Extracto doble de tomate,Concetrado doble de tomate,Inalpa,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",113.33,g,0.0,0.0,27.33
2064,Pure de tomates,,Cialpil,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",30.0,g,1.83,0.0,5.33
2065,Coctel de 4 frutas,Coctel de cuatro frutas grado comun en jarabe diluido,Horvindul,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",69.29,g,0.0,0.0,16.43
2066,Duraznos,Duraznos amarillos en mitades comunes dieteticos bajas calorias,Horvindul,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",7.14,g,0.0,0.0,0.79
2067,Aceitunas negras en salmuera calidad iii grupo a b c d e,,Yancanelo,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",240.0,g,0.0,25.5,0.0
2068,Pure de tomates,Pure de tomate,Valletano,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",35.0,g,1.0,0.0,7.0
2069,Aceitunas verdes rellenas con pimiento en salmuera,,Yancanelo,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",120.0,g,0.0,12.5,0.0
2070,Mix seco,"Mix frutos secos, pasas de uva y mani",A.L. Maza,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",506.67,g,21.33,35.33,26.67
2071,Pure de tomates,Pure de tomates,Horvindul,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",21.67,g,0.0,0.0,5.33
2072,Mix supremo,Mix de frutas secas,Nual,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",573.33,g,8.67,52.0,20.0
2073,Tomate triturado,,Chiro,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",18.46,g,0.92,0.0,3.15
2074,Pure de tomates,,Check,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",31.67,g,1.33,0.0,6.33
2075,Peras en trozos,Peras en trozos comunes en jarabe diluido,Alco alimentos de la cordillera,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",60.71,g,0.0,0.0,15.0
2076,Pulpa de tomates,Pulpa de tomates,Horvindul,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",15.0,g,0.0,0.0,3.83
2077,Aceitunas griegas,Aceitunas negras tipo griego,Belardinelli conservas,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",465.0,g,2.5,47.0,8.5
2078,Aceitunas en rodajas,Aceitunas verdes en rodajas en salmuera. Calidad iii,Belardinelli conservas,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",110.0,g,0.0,10.5,0.0
2079,Aceitunas con carozo,"Aceitunas verdes en salmuera. Calidad iii grupo a,b,c,d,e,f",Belardinelli conservas,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",110.0,g,0.0,10.5,0.0
2080,Aceitunas descarozadas,"Aceitunas verdes descarozadas en salmuera. Calidad iii - grupo a,b,c, d,e,f.",Belardinelli conservas,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",110.0,g,0.0,10.5,0.0
2081,Puré de tomate,,Pulpera de san rafael,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",36.67,g,1.33,0.0,7.67
2082,Tomate triturado,,Check,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",20.0,g,0.46,0.0,5.38
2083,Pasas de uva en granos morenas sin semillas elegidas,,Rodriguez acacio,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",296.67,g,2.67,0.0,70.0
2084,Peras en mitades,Peras en mitades comunes en jarabe diluido,Check,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",65.71,g,0.71,0.0,15.71
2085,Duraznos en mitades,Duraznos amarillos en mitades comunes en jarabe diluido,Check,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",62.14,g,0.5,0.0,14.29
2086,Nueces con cascara grado elegido,,Pura pulpa,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",720.0,g,15.33,66.67,9.33
2087,Puré de tomate,Puré de tomate,Bulnes,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",21.67,g,0.0,0.0,5.33
2088,Almendras,"Almendra sin cascara mediana, grado elegido",Indias,"Vegetales (frutas, frutas secas, hortalizas, verduras y legumbres) frescos envasados",575.0,g,21.0,49.0,22.0
2089,Puré de tomate,,Camino real,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",26.67,g,1.33,0.0,5.5
2090,Puré de tomates,Puré de tomates,Frontón,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",26.67,g,1.33,0.0,5.5
2091,Mix caribe,"Mix de pasas de uvas, frutas secas y frutas deshidratadas",Nual,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",453.33,g,6.67,26.0,46.67
2092,Happy mix,"Mix de pasas de uvas, mani y frutas secas",Nual,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",433.33,g,6.67,22.0,53.33
2093,Ciruelas d'agen deshidratadas sin carozo tiernizadas grado elegido,,Finca los polacos,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",232.0,g,2.0,0.0,56.0
2094,Ciruelas d'agen deshidratadas con carozo tiernizadas grado elegido,,Finca los polacos,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",232.0,g,1.8,0.0,56.0
2095,Chutney de ciruelas,,Almacen don bosco productos de campo,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",106.67,g,0.0,0.0,47.33
2096,Duraznos,Duraznos amarillos en mitades comunes en jarabe diluido,Marolio,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",62.14,g,0.5,0.0,14.29
2097,Duraznos,Duraznos amarillos en mitades comunes en jarabe diluido,Molto,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",62.14,g,0.5,0.0,14.29
2098,Espárragos,Espárragos en conserva tallos cortos. Colores mixtos. Tamaños surtidos,Casa de la torre,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",18.0,g,1.8,0.0,1.6
2099,"Aceitunas negras en salmuera. Calidad ii. Grupo a, b, c, d. Variedad arauco",,Casa de la torre,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",155.0,g,0.0,13.0,7.5
2100,Tomates perita pelados,Tomates pelados perita enteros comunes,Frontón,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",21.54,g,1.23,0.0,4.15
2101,Pulpa de tomate,,Mundo nuevo,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",31.67,g,0.0,0.0,7.17
2102,"Pepinos agridulces condimentados con mostaza, pimienta y eneldo",,Esquinero,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",14.0,g,1.4,0.0,2.2
2103,Aceitunas verdes rellenas con pasta de morrón en salmuera,,Hnos ballerini,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",150.0,g,0.0,15.5,0.0
2104,Aceitunas verdes en salmuera calidad ii grupo b-c,,Hnos ballerini,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",180.0,g,0.0,18.5,0.0
2105,Aceitunas verdes en rodajas en salmuera,,Hnos ballerini,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",170.0,g,0.0,17.5,0.0
2106,Aceitunas verdes descarozadas en salmuera calidad iii grupo c. Variedad arauco,,Hnos ballerini,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",170.0,g,0.0,17.5,0.0
2107,Aceitunas negras tipo griego,,Hnos ballerini,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",490.0,g,5.0,48.0,9.5
2108,Duraznos amarillos en mitades,Duraznos amarillos en mitades comunes dietéticos reducidos en calorías,Dia,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",30.71,g,0.0,0.0,7.14
2109,Aceitunas negras en salmuera calidad ii grupo d variedad arauco,,Hnos ballerini,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",155.0,g,0.0,16.0,0.0
2110,Tomate triturado,,Montenevi,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",20.0,g,0.46,0.0,5.38
2111,Concentrado simple de tomate,,Pulpera de san rafael,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",86.67,g,3.33,0.0,18.0
2112,Aceitunas negras tipo griego,,Olivícola barone,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",420.0,g,0.0,24.0,49.0
2113,Cebollitas en vinagre,Pickes de cebollitas con pimiento morron en vinagre de alcohol y salmuera,Almacen don bosco productos de campo,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",15.33,g,0.0,0.0,0.0
2114,Pimientos morrones,Pimientos morrones enteros comunes,Almacén labrar,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",14.0,g,0.0,0.0,2.2
2115,Tomate triturado,,Orinda,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",23.08,g,1.23,0.0,4.62
2116,Tomates secos con albahaca y perejil,"Tomates secos rehidratados, condimentados en aceite de girasol",Almacén labrar,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",375.0,g,5.25,35.0,11.25
2117,Berenjenas en escabeche,Berenjenas escabechadas condimentadas en aceite de girasol,Almacén labrar,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",116.0,g,1.2,11.8,1.4
2118,Alcauciles en conserva,Corazones de alcauciles en conserva,Almacén labrar,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",16.0,g,1.6,0.0,1.8
2119,Tomate triturado,,Dalsecco,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",16.92,g,1.0,0.0,2.77
2120,Piel de uva en polvo,Orujo de uva en polvo,Huva,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",193.75,g,11.25,11.88,9.38
2121,Tomate triturado,,Denaro,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",20.0,g,0.46,0.0,5.38
2122,Duraznos en mitades,Duraznos amarillos en mitades comunes en jarabe diluido,Zummun,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",62.86,g,0.5,0.0,15.0
2123,Duraznos en trozos,Duraznos amarillos en trozos comunes en jarabe diluido,Zummun,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",65.0,g,0.5,0.0,15.71
2124,Pimiento variedad dulce en salmuera y vinagre de alcohol,,Almacen don bosco productos de campo,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",19.0,g,0.0,2.2,4.2
2125,Aceitunas rellenas con pimiento morron,,Almacen don bosco productos de campo,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",155.0,g,0.0,13.5,7.0
2126,Pure de tomates,Pure de tomates,Montenevi,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",21.67,g,0.0,0.0,5.33
2127,Damascos deshidratados sin carozo grado elegido,,Lluvia de oro,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",266.0,g,4.6,0.0,60.0
2128,Mixto de frutas deshidratadas,,Lluvia de oro,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",262.0,g,2.0,0.0,62.0
2129,Tomates en mitades deshidratados,,Dan&dan,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",260.0,g,4.0,0.0,60.0
2130,Higos negros alargados deshidratados tiernizados grado elegido,,Dan&dan,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",236.0,g,2.8,0.0,58.0
2131,Damascos enteros deshidratados sin carozo tiernizados grado elegido,,Dan&dan,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",220.0,g,3.2,0.0,52.0
2132,Pelones deshidratados tiernizados grado elegido,,Dan&dan,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",240.0,g,3.2,0.0,58.0
2133,Peras en mitades deshidratadas tiernizadas grado elegido,,Dan&dan,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",250.0,g,1.2,0.0,62.0
2134,Medallones deshidratados tiernizados grado elegido,,Dan&dan,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",250.0,g,3.2,0.0,58.0
2135,Ciruelas presidente deshidratadas sin carozo tiernizadas grado elegido,,Dan&dan,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",224.0,g,2.2,0.0,54.0
2136,Ciruelas d'agen deshidratadas sin carozo tiernizadas grado elegido,,Dan&dan,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",226.0,g,1.6,0.0,54.0
2137,Ciruelas d'agen deshidratadas con carozo tiernizadas grado elegido,,Dan&dan,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",226.0,g,1.6,0.0,54.0
2138,Duraznos amarillos en mitades comunes en jarabe diluído,,Tierra prometida,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",67.86,g,0.57,0.0,16.43
2139,Tomates pelados peritas en trozos con albahaca,,Tierra prometida,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",16.92,g,1.0,0.0,2.77
2140,Tomate triturado,,Tierra prometida,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",22.31,g,1.0,0.0,4.08
2141,Pelones deshidratados grado elegido,,Lluvia de oro,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",282.0,g,3.4,0.0,66.0
2142,Medallones deshidratados grado elegido,,Lluvia de oro,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",286.0,g,5.2,0.0,64.0
2143,Ciruelas presidente deshidratadas sin carozo tiernizadas grado elegido,,Lluvia de oro,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",248.0,g,2.2,0.0,58.0
2144,Ciruelas d'agen deshidratadas sin carozo tiernizadas grado elegido,,Lluvia de oro,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",224.0,g,1.8,0.0,52.0
2145,Peras en mitades deshidratadas grado elegido,,Lluvia de oro,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",256.0,g,2.4,1.4,58.0
2146,Ciruelas d'agen deshidratadas con carozo tiernizadas grado elegido,,Lluvia de oro,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",266.0,g,2.2,0.0,62.0
2147,Ciruelas d'agen deshidratadas con carozo grado elegido,,Cirexa,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",306.0,g,2.2,0.0,74.0
2148,Ciruelas d'agen deshidratadas sin carozo tiernizadas grado elegido,,Cirexa,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",256.0,g,1.8,0.0,62.0
2149,Aceitunas negras tipo griego,,Almacen don bosco productos de campo,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",420.0,g,0.0,17.5,65.0
2150,Puré de tomates,Puré de tomates,Classic,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",30.0,g,1.33,0.0,6.33
2151,Ciruelas d'agen deshidratadas con carozo tiernizadas grado elegido,,Cirexa,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",256.0,g,1.8,0.0,62.0
2152,Pulpa de tomates,Pulpa de tomate,Montenevi,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",15.0,g,0.0,0.0,3.83
2153,Peras en mitades,Peras en mitades comunes en jarabe diluido,Zummun,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",66.43,g,0.71,0.0,15.71
2154,Durazno en mitades,Duraznos amarillos en mitades comunes en jarabe diluido,Zummun,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",59.29,g,1.0,0.0,13.57
2155,Cóctel de frutas,Cóctel de cuatro frutas grado comun en jarabe diluido,Zummun,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",77.14,g,0.0,0.43,17.86
2156,Duraznos en mitades,Duraznos amarillos en mitades comunes en jarabe diluido,Classic,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",59.29,g,0.5,0.0,14.29
2157,Duraznos en mitades,Duraznos amarillos en mitades comunes dietéticos de bajo valor glucídico.,Classic,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",29.29,g,2.0,0.0,5.36
2158,Extracto simple de tomates,Concentrado simple de tomates,Cialpil,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",53.33,g,4.0,0.0,9.33
2159,Ciruelas deshidratadas sin carozo- tiernizadas,Ciruelas deshidratadas sin carozo tiernizadas. Grado elegido,Fruit life,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",296.0,g,2.6,0.0,70.0
2160,Peras en mitades,Peras en mitades comunes en jarabe diluido,Classic,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",39.29,g,0.79,0.0,8.57
2161,Salsa de tomate,,Pulpera de san rafael,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",50.0,g,2.5,0.0,10.0
