id_alimento_anmat,nombre,denominacion,marca,categoria,kcal_100g,unidad,proteinas_100g,grasas_100g,carbs_100g
1,Aceitunas verdes en salmuera,,Finca la fortaleza,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",115.0,g,0.0,12.0,0.0
2,Aceitunas negras en salmuera,,Finca la fortaleza,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",245.0,g,0.0,26.5,0.0
3,Ajie en vinagre,Ajies despuntados en vinagre de alcohol,Los chasquis,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",16.0,g,0.4,4.0,2.8
4,Nuez sin cáscara en cuartos blanca,Nuez sin cáscara en cuartos,Finca la florida-nuts,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",700.0,g,15.0,65.0,5.0
5,Nuez sin cáscara en cuartos cobrizo,Nuez sin cáscara en cuartos,Finca la florida-nuts,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",700.0,g,15.0,65.0,5.0
6,Finca la florida- nuts,Nuez con cáscara,Finca la florida,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",350.0,g,7.5,32.5,2.5
7,Nuez sin cáscara mariposa blanca,Nuez sin cáscara mariposa,Finca la florida- nuts,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",700.0,g,15.0,65.0,5.0
8,Ajies en vinagre de alcohol,Ajies despuntados en vinagre de alcohol,Castell,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",24.0,g,1.2,0.0,3.6
9,Aceitunas negras en salmuera,,Valle viejo s.A.,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",203.5,g,0.0,21.5,0.0
10,Conserva de ajies troceados condimentados en aceite de girasol,,Waidatt,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",154.0,g,1.0,15.0,2.2
11,Pimientos condimentados en aceite de girasol,,Waidatt,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",164.0,g,1.0,16.0,3.6
12,Aceitunas verdes en salmuera,,Valle viejo s.A.,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",254.0,g,0.0,26.0,0.0
13,Aceitunas verdes descarozadas en salmuera,,Valle viejo s.A.,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",221.5,g,0.0,23.5,0.0
14,Aceitunas verdes en rodajas en salmuera,,Valle viejo s.A.,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",221.5,g,0.0,23.5,0.0
15,Aceitunas negras tipo griego,Aceitunas negras tipo griego en aceite de girasol,Abumalek,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",370.0,g,2.0,38.0,4.0
16,Conserva de cebollas troceadas condimentadas en aceite de girasol,,Finca aguilar,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",250.0,g,1.2,25.0,2.0
17,Aceitunas verdes descarozadas,Aceitunas verdes descarozadas en salmuera,Pleione gourmet,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",35.0,g,0.0,5.0,0.0
18,Pasta de ajo en salmuera a granel,,El alto,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",165.0,g,1.0,15.0,2.0
19,Aceitunas negras en salmuera,,Abumalek,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",190.0,g,1.0,19.0,2.0
20,Conserva de pimientos morrones en trozos condimentados en aceite de girasol,,Abumalek,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",150.0,g,1.2,15.0,2.2
21,Conserva de pimientos morrones calahorra enteros elegidos,,Abumalek,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",22.0,g,1.0,0.2,3.6
22,Antipasto,Conserva de hortalizas en aceite de girasol,Abumalek,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",293.33,g,1.33,30.0,3.67
23,Pickles mixtos en vinagre de alcohol,,Abumalek,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",30.0,g,1.33,0.33,5.0
24,Hortalizas escabechadas en aceite de girasol,,Abumalek,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",152.0,g,1.2,15.0,2.2
25,Tomates pelados peritas enteros elegidos con puré de tomate,,Abumalek,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",29.23,g,1.69,0.08,4.69
26,Aceitunas verdes en rodajas en salmuera,,Abumalek,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",96.67,g,0.33,10.0,0.67
27,Chimichurri,,Abumalek,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",18.0,g,1.2,0.4,1.8
28,Aceitunas verdes descarozadas,Aceitunas verdes descarozadas en salmuera,Abumalek,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",145.0,g,0.5,15.0,1.0
29,Aji despuntados en vinagre de alcohol,,Abumalek,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",88.0,g,5.6,0.8,11.2
30,Ajies troceados condimientados en aceite de girasol,Conserva de ajies troceados con especias en aceite girasol,Abumalek,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",150.0,g,1.2,15.0,2.2
31,Cebollitas en vinagre de alcohol,,Abumalek,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",20.0,g,0.67,0.33,3.33
32,Con altura,Pure de tomate,Valles,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",18.0,g,1.3,0.0,3.3
33,Salsa picante,Salsa a base de tomate con aji cayena y especias,Abumalek,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",23.33,g,0.83,0.17,3.83
34,Berenjenas en aceite con especias,Conserva de berenjena con especias en aceite de girasol,Abumalek,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",162.0,g,2.0,15.6,3.0
35,Pimientos enteros comunes en conserva,,Abumalek,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",22.0,g,1.0,0.2,3.6
36,Salsa a base de tomate triturado con especias,,Abumalek,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",25.0,g,1.17,0.17,4.5
37,Pure de tomate,,Abumalek,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",64.0,g,3.0,0.4,12.0
38,Salsa para pizza,Salsa a base de tomate para pizza,Abumalek,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",38.33,g,2.0,0.17,6.83
39,Pepinillos en vinagre de alcohol,,Abumalek,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",20.0,g,0.67,0.33,3.67
40,Aceitunas verdes en salmuera,,La tinogasteña,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",80.0,g,1.5,7.0,2.0
41,Aceitunas negras en salmuera,,La tinogasteña,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",150.0,g,0.0,30.0,0.0
42,Tomate triturado,,Abumalek,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",54.0,g,2.4,0.0,10.0
43,Aceitunas verdes en salmuera,,Abumalek,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",725.0,g,2.0,75.0,4.5
44,Aceitunas negras en salmuera,,Olea,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",200.0,g,1.0,19.0,2.0
45,Aceitunas verdes en salmuera,,Olea,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",185.0,g,0.5,16.5,1.0
46,Aceitunas rellenas con pasta de pimenton en salmuera,,Olea,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",190.0,g,1.0,20.0,5.0
47,Aceitunas rellenas con pasta de pimenton en salmuera,,Doña icha,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",810.0,g,3.5,80.0,17.0
48,Aceitunas verdes en salmuera,,Doña icha,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",810.0,g,3.5,80.0,17.0
49,Pepinillos en vinagre,Pepinillos en vinagre de alcohol,Pleione gourmet,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",20.0,g,1.0,0.0,2.67
50,Pepinillos agridulces,Pepinillos agridulces con pimienta negra en grano y semillas de mostaza en vinagre de alcohol,Pleione gourmet,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",36.67,g,1.0,0.0,7.33
51,Delicias de campo,Salsa de tomate,Pampa gourmet,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",31.67,g,1.67,0.0,6.17
52,Aceitunas rellenas con pasta de pimenton en salmuera,,La delicia verde,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",165.0,g,1.0,15.0,2.0
53,Aceitunas verdes en rodajas en salmuera,,La delicia verde,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",165.0,g,1.0,15.0,2.0
54,Aceitunas verdes descarozadas en salmuera,,La delicia verde,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",165.0,g,1.0,15.0,2.0
55,Aceitunas verdes en salmuera,,La delicia verde,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",165.0,g,1.0,15.0,2.0
56,Aceitunas negras en salmuera,,La delicia verde,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",165.0,g,1.0,15.0,2.0
57,Aceitunas negras en salmuera,,Doña icha,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",810.0,g,3.5,105.0,17.0
58,Delicias de campo,Tomate triturado,Pampa gourmet,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",21.54,g,0.77,0.0,3.85
59,Cebolla en polvo,Cebolla deshidratada en polvo,Benfit,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",400.0,g,10.0,0.0,95.0
60,Fecula de mandioca,Fecula de mandioca,Benfit,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",340.0,g,0.0,0.0,85.0
61,Mix de vegetales para sopa,"Mezcla de vegetales deshidratados de zapallo, cebolla y pimiento",Fruto del campo,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",92.0,g,1.4,0.0,21.0
62,Tomates deshidratados,Tomate deshidratado en mitades,Fruto del campo,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",420.0,g,16.8,3.2,80.8
63,Garbanzos 7 mm,Garbanzos,Benfit,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",364.0,g,19.0,6.0,61.0
64,Canela molida,Canela molida,Benfit,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",300.0,g,0.0,0.0,75.0
65,Hongos secos boletus,Hongos secos boletus trozados,Benfit,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",320.0,g,36.0,2.0,40.0
66,Cebolla deshidratada,Cebolla deshidrata en juliana,Fruto del campo,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",96.0,g,2.0,0.0,20.0
67,Pasas de uva,Pasas de uva en grano selección superior,Fruto del campo,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",333.33,g,0.0,0.0,80.0
68,Zapallo deshidratado,Zapallo deshidratado en trozos,Fruto del campo,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",96.0,g,3.0,0.0,30.0
69,Pimiento deshidratado,Pimiento deshidratado en juliana,Fruto del campo,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",96.0,g,3.0,1.1,19.0
70,Limón deshidratado,Limón deshidratado en rodajas,Fruto del campo,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",400.0,g,8.0,5.33,80.0
71,Naranja deshidratada,Naranja deshidratada en rodajas,Fruto del campo,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",326.67,g,0.67,0.0,73.33
72,Aceitunas verdes en salmuera,,Celum,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",170.0,g,1.0,17.0,1.0
73,Aceitunas verdes descarozadas en salmuera,,Celum,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",210.0,g,1.5,21.0,1.5
74,Aceitunas verdes en rodajas en salmuera,,Celum,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",200.0,g,1.5,21.0,1.5
75,Aceitunas negras en salmuera,,Celum,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",220.0,g,1.0,22.0,1.0
76,Tomate triturado,,Cuesta del portezuelo,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",18.0,g,1.3,0.0,3.3
77,Pure de tomate,,Cuesta del portezuelo,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",18.0,g,1.3,0.0,3.3
78,Pomelo deshidratado,Pomelo deshidratado en rodajas,Fruto del campo,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",293.33,g,5.33,0.67,66.67
79,Tomate seco al malbec,Tomate seco hidratado con vino malbec en aceite de oliva,Pleione gourmet,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",113.33,g,4.0,3.33,6.67
80,Ajies despuntados en vinagre de alcohol,,Samerd,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",16.0,g,0.4,0.0,2.8
81,Aceitunas verdes en salmuera,,Samerd,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",165.0,g,1.0,17.0,1.0
82,Aceitunas verdes en salmuera,Aceitunas verdes en salmuera,Pleione gourmet,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",165.0,g,1.0,17.0,1.0
83,Datiles con carozo,Datil,Benfit,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",282.0,g,2.4,0.4,67.0
84,Harina integral superfina,Harina integral fina,Benfit,Semillas enteras o procesadas,306.0,g,12.0,2.0,60.0
85,Jengibre molido,Jengibre molido,Benfit,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",370.0,g,4.0,2.0,85.0
86,Tomates peritas,Tomates pelados enteros comunes,3 arroyos,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",16.92,g,1.0,0.0,4.0
87,Poroto colorado,Porotos colorados,Benfit,Semillas enteras o procesadas,330.0,g,19.0,1.17,61.0
88,Poroto negro,Porotos negros,Benfit,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",336.67,g,20.5,1.0,61.5
89,Curcuma molida,Curcuma molida,Benfit,Semillas enteras o procesadas,380.0,g,8.0,10.0,65.0
90,Porotos negros,Porotos negros secos remojados,3 arroyos,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",80.0,g,5.85,0.0,20.0
91,Porotos colorados,Porotos colorados secos remojados,3 arroyos,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",80.0,g,5.85,0.5,20.0
92,Papas en cubos,Papa en cubos,3 arroyos,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",79.23,g,2.69,0.0,19.23
93,Zanahoria en cubos,Zanahoria en cubos,3 arroyos,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",43.08,g,1.08,0.0,12.31
94,Jardinera,"Jardinera de hortalizas y legumbres, papa, zanahoria y arvejas",3 arroyos,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",69.23,g,3.92,0.0,16.92
95,Remolacha en cubos,Remolacha en cubos,3 arroyos,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",46.15,g,2.38,0.0,10.77
96,Choclo en grano amarillo,Granos de choclo amarillos enteros,3 arroyos,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",66.92,g,2.15,1.38,13.08
97,Tomate triturado,Tomate triturado,3 arroyos,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",16.67,g,0.83,0.17,4.0
98,Choclo cremoso blanco,Grano de choclo blanco tipo cremoso,3 arroyos,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",57.69,g,1.08,0.0,12.31
99,Choclo cremoso amarillo,Granos de choclo amarillo tipo cremoso,3 arroyos,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",57.69,g,1.08,0.0,12.31
100,Porotos,Porotos secos remojados,3 arroyos,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",80.0,g,5.85,0.5,20.0
101,Lentejas,Lentejas secas remojadas,3 arroyos,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",86.15,g,9.23,0.38,19.23
102,Arvejas,Arvejas secas remojadas,3 arroyos,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",103.85,g,6.0,0.77,21.54
103,Garbanzos,Garbanzos secos remojados,3 arroyos,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",116.92,g,7.0,2.46,23.08
104,Puré de tomate,Puré de tomate,3 arroyos,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",31.67,g,1.83,0.0,7.5
105,Alimento a base de miel con nuez,,La concepcion,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",411.0,g,4.5,18.0,65.5
106,Alimento a base de pasta de nuez con miel,,La concepcion,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",553.0,g,10.5,42.0,33.5
107,Pasta de aceitunas negras,Aderezo a base de aceituna negra y aceite de oliva,G&b,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",235.0,g,0.0,25.0,0.0
108,Aceitunas negras en rodajas en salmuera,,G&b,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",150.0,g,0.0,30.0,0.0
109,Pasta de aceitunas verdes,Aderezo a base de aceituna verde y aceite de oliva,G&b,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",175.0,g,0.0,20.0,0.0
110,Aceitunas verdes en rodajas en salmuera,,G&b,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",115.0,g,0.0,12.5,0.0
111,Aceitunas verdes descarozadas en salmuera,,G&b,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",115.0,g,0.0,12.5,0.0
112,Aceitunas verdes en salmuera,,G&b,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",115.0,g,0.0,12.5,0.0
113,Aceitunas negras en salmuera,,G&b,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",150.0,g,0.0,30.0,0.0
114,Ajies despuntados en vinagre de alcohol,,Finca aguilar,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",24.0,g,1.2,0.0,3.6
115,Perejil,Perejil deshidratado,Benfit,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",292.0,g,26.6,5.4,50.6
116,Oregano nacional,Oregano,Benfit,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",336.0,g,11.0,10.3,49.5
117,Semilla de anis,Anis,Benfit,Semillas enteras o procesadas,337.0,g,17.6,15.9,50.0
118,Ajo en polvo,Ajo deshidratado en polvo,Benfit,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",331.0,g,17.0,0.7,73.0
119,Aji molido,,Benfit,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",282.0,g,13.0,14.0,50.0
120,Espinaca deshidratada,,Benfit,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",127.5,g,6.75,4.75,14.5
121,Harina de garbanzos,Harina de garbanzos,Benfit,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",386.0,g,20.0,8.2,46.0
122,Tomate triturado,Tomate triturado,Idolo,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",16.67,g,0.83,0.17,4.0
123,Aceitunas verdes rellenas con pasta de pimiento morron en salmuera,Aceitunas verdes rellenas con pasta de pimiento morron en salmuera,La dueña,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",190.0,g,1.0,20.0,5.0
124,Lentejas 5mm nacional,Lentejas,Benfit,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",348.33,g,20.0,0.83,65.0
125,Ciruelas sin carozo,"Ciruelas sin carozo, elegidas 110/132",Benfit,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",248.0,g,2.0,0.0,60.0
126,Pasas de uva rubias,Pasas de uva rubia en grano sin semilla elegido,Benfit,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",336.67,g,3.0,0.67,80.0
127,Castañas de caju,Castañas de caju,Benfit,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",588.0,g,18.2,43.9,30.1
128,Poroto alubia,Poroto alubia,Benfit,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",248.33,g,23.33,1.0,36.67
129,Papaya en cubos multicolor,Papaya glaseada deshidratada en cubos.,Benfit,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",435.0,g,0.3,1.0,86.0
130,Lentejas naranja (turca),Lentejas,Benfit,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",366.67,g,23.33,2.17,63.33
131,Aceitunas verdes en salmuera,,Waidatt,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",165.0,g,1.0,17.0,1.0
132,Harina de arroz,Harina de arroz,Benfit,Semillas enteras o procesadas,358.0,g,7.0,1.0,80.0
133,Aceitunas negras en rodajas en salmuera,,La dueña,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",200.0,g,1.0,19.0,2.0
134,Aceitunas verdes rellenas con pasta de pimiento morron en salmuera - granel,,El alto,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",190.0,g,1.0,20.0,5.0
135,Aceitunas verdes en rodajas en salmuera,,La dueña,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",185.0,g,0.5,19.0,3.0
136,Aceitunas negras descarozadas en salmuera,,El alto,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",200.0,g,1.0,19.0,2.0
137,Aceitunas negras en salmuera,,El alto,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",200.0,g,1.0,19.0,2.0
138,Aceitunas verdes en rodajas en salmuera,,El alto,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",185.0,g,0.5,19.0,3.0
139,Nueces mariposa,Nueces sin cascara mariposa seleccion comun,Benfit,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",665.0,g,15.0,65.0,5.0
140,Choclo cremoso blanco,Grano de choclo blanco tipo cremoso,Idolo,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",57.69,g,1.08,0.0,12.31
141,Choclo cremoso amarillo,Grano de choclo amarillo tipo cremoso,Idolo,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",34.62,g,1.0,0.0,10.0
142,Banana chip deshidratada,Banana en rodajas fritas azucaradas,Benfit,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",519.0,g,2.3,33.6,58.4
143,Aceitunas verdes descarozadas en salmuera,,El alto,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",185.0,g,0.5,19.0,3.0
144,Aceitunas verdes en salmuera,,El alto,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",185.0,g,3.0,19.0,0.5
145,Avellanas peladas,Avellana sin cascara,Benfit,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",628.0,g,15.0,60.7,16.7
146,Aceitunas negras en rodajas en salmuera,,El alto,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",200.0,g,1.0,19.0,2.0
147,Almendras peladas nacional,Almendras sin cascara chicas seleccion superior,Benfit,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",570.0,g,20.0,50.0,10.0
148,Aceitunas verdes rellenas con pasta de pimiento morrón en salmuera,Aceitunas verdes rellenas con pasta de pimentón en salmuera,El alto,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",190.0,g,1.0,20.0,5.0
149,Remolacha,Remolacha en cubos,Idolo,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",46.15,g,2.38,0.0,10.77
150,Aceitunas verdes descarozadas en salmuera,,La dueña,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",185.0,g,0.5,19.0,3.0
151,Aceitunas negras descarozadas en salmuera,,La dueña,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",200.0,g,1.0,19.0,2.0
152,Pure de tomate,Pure de tomate,Idolo,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",31.67,g,1.83,0.0,7.5
153,Aceitunas verdes enteras,,La dueña,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",185.0,g,0.5,16.5,1.0
154,Aceitunas negras en salmuera,,La dueña,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",200.0,g,1.0,19.0,2.0
155,Ajies despuntados en vinagre de alcohol,,Waidatt,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",16.0,g,0.4,0.0,3.2
156,Pasta de pimentón,,El alto s.A.,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",165.0,g,1.0,15.0,2.0
157,Aceitunas verdes en salmuera - a granel,,La dueña,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",180.0,g,1.0,16.5,2.0
158,Aceitunas verdes descarozadas en salmuera - a granel,,La dueña,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",180.0,g,1.0,16.5,2.0
159,Aceitunas negras en salmuera - a granel,,La dueña,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",240.0,g,1.0,16.5,2.0
160,Pasta de nuez,,La concepcion,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) semi procesados",660.0,g,15.0,65.0,5.0
161,Tomates triturados,Tomate triturado,Finca don lidoro,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",28.33,g,1.17,0.0,5.83
162,Pure de tomates,Pure de tomates,Dulcor,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",21.67,g,1.67,0.0,3.83
163,Aceitunas negras descarozadas en rodajas en salmuera a granel,,El alto,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",240.0,g,1.0,16.5,2.0
164,Aceitunas negras descarozadas en mitades en salmuera a granel,Aceitunas negras descarozadas en mitades en salmuera a granel,El alto,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",240.0,g,1.0,16.5,2.0
165,Aceitunas negras descarozadas en salmuera a granel,,El alto,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",240.0,g,1.0,16.5,2.0
166,Aceitunas negras en salmuera a granel,,El alto,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",240.0,g,1.0,16.5,2.0
167,Aceitunas verdes descarozadas en mitades a granel,Aceitunas verdes descarozadas en mitades a granel,El alto,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",180.0,g,1.0,16.5,2.0
168,Aceitunas verdes descarozadas en rodajas en salmuera a granel,,El alto,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",180.0,g,1.0,16.5,2.0
169,Aceitunas verdes descarozadas en salmuera a granel,,El alto,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",180.0,g,1.0,16.5,2.0
170,Aceitunas verdes enteras en salmuera . A granel,,El alto,"Conservas de vegetales (frutas, hortalizas, verduras y legumbres)",180.0,g,1.0,16.5,2.0
171,Finca don jorge,Pasas de higos,Finca don jorge,"Vegetales (frutas, hortalizas, frutas secas, verduras y legumbres) procesados",234.67,g,3.67,0.0,55.0
